international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_eve_minutes,total_night_minutes,total_intl_minutes,total_intl_calls,number_customer_service_calls,churn
-6,6,-0.461538462,-3.569274538,-0.008248557,-0.322025316,1.74,-5.4,-4.666666667,0
-6,-6,-6,-2.760170697,2.354138026,-0.680506329,2.52,-4.8,-3.333333333,0
-6,-6,-6,2.855761024,2.898542755,-0.67443038,-0.3,-4.2,-4.666666667,1
-6,6,0.461538462,1.367283073,3.409953258,-0.164050633,-1.86,-4.2,-4.666666667,0
-6,-6,-6,-2.67140825,2.845751993,1.755949367,1.92,-3.6,-2,0
-6,-6,-6,-0.998577525,-0.394281001,1.254683544,-1.08,-3,-6,0
-6,-6,-6,-0.609388336,1.720648886,0.379746835,1.32,-3,-3.333333333,0
-6,-6,-6,-1.223897582,1.377508936,1.315443038,1.62,-3.6,-3.333333333,0
-6,6,-1.153846154,-0.769843528,2.687379709,-1.898734177,1.14,-1.8,-4.666666667,0
6,-6,-6,-2.466571835,4.535056365,1.288101266,-0.96,-3.6,-3.333333333,0
-6,-6,-6,0.343100996,0.344789662,0.075949367,-2.04,-3.6,-4.666666667,0
-6,-6,-6,-1.578947368,5.686554853,-1.579746835,0.54,-4.2,-4.666666667,0
-6,-6,-6,2.077382646,1.288424526,-1.540253165,-0.66,-4.8,-4.666666667,0
-6,-6,-6,2.889900427,0.869397855,0.315949367,0,-4.8,2,0
-6,-6,-6,-0.288477952,-0.592246357,-0.352405063,-1.98,-3,-3.333333333,0
-6,-6,-6,0.220199147,1.004674182,1.078481013,-0.42,-3.6,-3.333333333,0
-6,-6,-6,-2.142247511,-1.047566676,0.206582278,0.48,-3.6,-3.333333333,0
-6,-6,-6,0.339687055,1.756942535,1.789367089,4.14,-2.4,-6,0
-6,-6,-6,-1.350213371,-0.552653286,-1.810632911,-0.24,-3,-6,0
-6,6,0.692307692,1.59943101,0.27880121,0.112405063,0.9,-4.8,-4.666666667,0
-6,-6,-6,0.735704125,2.72697278,0.394936709,-0.6,-2.4,-4.666666667,0
-6,6,1.615384615,-1.172688478,0.150123728,0.379746835,-1.38,-2.4,-4.666666667,0
-6,-6,-6,1.100995733,-2.862249106,-0.57721519,-1.2,0.6,-4.666666667,0
-6,-6,-6,-1.954480797,-0.133626615,1.768101266,1.26,-3.6,-4.666666667,0
-6,-6,-6,-0.769843528,1.578773715,-1.497721519,0.42,-1.2,-4.666666667,0
-6,-6,-6,-2.302702703,0.057739896,-0.634936709,2.1,-4.8,-6,0
-6,-6,-6,-0.244096728,0.193016222,0.57721519,2.64,-1.2,-3.333333333,0
-6,-6,-6,2.439260313,4.020346439,-2.797974684,-0.42,-4.8,-3.333333333,1
6,-6,-6,1.654054054,2.027495188,-1.509873418,1.2,-1.2,-2,0
-6,-6,-6,-0.302133713,1.318119329,1.409620253,1.68,-3.6,-2,0
-6,6,3.923076923,-1.957894737,-1.245532032,-1.196962025,-0.9,-2.4,-4.666666667,0
-6,-6,-6,0.517211949,1.476491614,0.990379747,-1.32,-4.2,-3.333333333,0
-6,-6,-6,4.849502134,-0.955182843,-2.251139241,0.24,-1.8,-4.666666667,1
-6,-6,-6,4.651493599,-0.061039318,-0.877974684,1.68,-3.6,-4.666666667,1
-6,-6,-6,-1.015647226,0.69782788,-1.38835443,1.98,-4.8,-4.666666667,0
-6,-6,-6,-1.507254623,-0.084135276,1.631392405,3.3,-4.2,-4.666666667,1
-6,6,1.615384615,0.602560455,1.641462744,0.871898734,0.66,0.6,-3.333333333,0
-6,-6,-6,0.319203414,1.02777014,-0.042531646,-0.9,-3,-3.333333333,0
-6,-6,-6,0.599146515,-0.423975804,0.841518987,1.08,-3.6,-6,0
-6,-6,-6,-1.001991465,0.483365411,0.990379747,-1.32,-4.8,-4.666666667,0
-6,-6,-6,-3.569274538,4.043442398,-0.431392405,-0.84,-3.6,-6,0
-6,-6,-6,-1.794025605,0.268902942,-0.826329114,1.74,-3,-0.666666667,1
-6,-6,-6,0.998577525,-1.351113555,2.281518987,-1.5,-3.6,-3.333333333,0
-6,-6,-6,-1.60625889,1.945009623,1.221265823,1.68,-2.4,-4.666666667,0
-6,-6,-6,1.404836415,0.961781688,-0.537721519,0.84,-3,-2,0
-6,-6,-6,-0.879089616,1.209238383,0.452658228,-0.12,-5.4,-2,0
-6,-6,-6,-0.39772404,0.796810558,-0.085063291,0.84,-4.8,-4.666666667,0
-6,-6,-6,1.237553343,1.476491614,-0.118481013,-0.66,-1.8,-2,0
-6,6,2.538461538,-0.288477952,0.423975804,1.190886076,1.2,-0.6,-3.333333333,0
-6,-6,-6,-0.728876245,1.166345889,-0.367594937,2.34,-3.6,-4.666666667,0
-6,6,0.923076923,0.052916074,0.988177069,1.29721519,-0.42,-1.8,-2,0
-6,-6,-6,1.893029872,2.835853726,1.300253165,-0.72,-3,-4.666666667,1
-6,-6,-6,0.92688478,-0.107231235,0.191392405,1.68,-4.2,0.666666667,0
-6,-6,-6,-0.892745377,0.62194116,-0.495189873,2.58,-0.6,-6,0
6,-6,-6,5.788335704,0.711025571,0.607594937,1.08,-1.2,-4.666666667,1
-6,-6,-6,3.043527738,3.277976354,-0.953924051,-0.96,-3.6,-4.666666667,1
-6,-6,-6,-1.834992888,-1.436898543,0.811139241,-2.52,-3,-4.666666667,0
-6,-6,-6,0.049502134,2.921638713,1.032911392,2.4,-4.8,-3.333333333,0
-6,-6,-6,-1.456045519,0.813307671,0.732151899,0.18,-1.2,-4.666666667,0
-6,-6,-6,1.684779516,3.22188617,1.10278481,-0.72,-3.6,-6,1
-6,-6,-6,1.114651494,-0.245806984,3.438987342,0.72,-3.6,-4.666666667,0
-6,6,0.923076923,-0.090469417,2.15617267,-1.178734177,0.9,-3,-4.666666667,0
6,-6,-6,-0.455761024,-0.489964256,-2.084050633,0.84,-4.8,-3.333333333,1
-6,6,-3,3.6,-0.120428925,1.418734177,-2.16,-3,-3.333333333,0
-6,-6,-6,1.111237553,-0.410778114,-2.901265823,3.54,-3.6,-2,0
-6,6,2.769230769,2.309530583,3.033819082,2.59443038,2.46,-1.2,-3.333333333,0
-6,-6,-6,1.654054054,4.389881771,-0.443544304,3.66,-4.2,-4.666666667,1
-6,-6,-6,0.462588905,1.895518284,-3.274936709,-0.06,-4.2,-2,0
-6,6,4.615384615,-0.254338549,2.938135826,0.759493671,-1.98,-4.8,-0.666666667,0
-6,6,-0.461538462,1.951066856,-0.981578224,4.459746835,0.42,-2.4,-4.666666667,0
-6,6,2.538461538,-0.708392603,-1.301622216,-1.63443038,-2.46,-3.6,-4.666666667,0
-6,-6,-6,-0.728876245,0.724223261,-1.178734177,1.08,-4.2,-6,0
-6,-6,-6,2.012517781,0.45697003,1.698227848,-0.96,-1.2,-3.333333333,0
-6,-6,-6,2.193456615,-1.347814133,-2.084050633,-1.74,-0.6,-4.666666667,0
6,-6,-6,4.187197724,2.924938136,-2.740253165,1.32,-4.8,-6,1
-6,-6,-6,-0.332859175,1.789936761,-1.92,0.54,-3.6,-4.666666667,0
-6,6,1.615384615,-2.190042674,1.037668408,2.129620253,3.6,-4.2,-6,0
-6,-6,-6,-0.042674253,-0.054440473,-0.562025316,0.42,-4.8,-3.333333333,0
6,6,0.230769231,-0.008534851,0.948583998,2.955949367,-1.86,-3,-4.666666667,0
6,6,2.076923077,-0.623044097,0.255705252,0.896202532,0.66,-4.8,-2,1
-6,-6,-6,1.039544808,-0.179818532,3.025822785,0.6,-1.8,-4.666666667,0
-6,6,2.076923077,1.083926031,0.631839428,-1.002531646,-1.5,3.6,-0.666666667,0
-6,6,-2.307692308,-1.056614509,0.803409403,1.758987342,0.96,-4.8,-0.666666667,0
-6,-6,-6,2.835277383,-1.727247732,-0.118481013,0.54,-1.8,-3.333333333,0
-6,-6,-6,1.746230441,0.011547979,0.19443038,0.96,-4.8,-6,1
-6,-6,-6,-0.780085349,-0.351388507,1.807594937,1.2,-3,-3.333333333,0
-6,6,0.230769231,-0.650355619,1.803134451,-2.25721519,1.56,-2.4,-3.333333333,0
-6,-6,-6,-0.851778094,3.762991476,1.509873418,1.5,-5.4,-4.666666667,0
-6,-6,-6,1.544807966,0.747319219,-2.415189873,-1.92,-4.2,-0.666666667,0
-6,6,1.384615385,5.006543385,3.343964806,0.364556962,-1.98,-4.2,-4.666666667,1
-6,-6,-6,-0.756187767,2.647786637,0.850632911,-0.12,-4.2,-3.333333333,0
-6,6,-0.923076923,1.343385491,-1.417102007,-1.558481013,1.44,-4.8,-3.333333333,0
-6,6,2.076923077,-0.046088193,0.489964256,-2.129620253,1.08,-4.2,-4.666666667,0
-6,-6,-6,0.162162162,1.588671982,1.063291139,0.36,-4.2,-6,0
-6,-6,-6,-1.797439545,0.004949134,1.430886076,1.56,-1.8,-3.333333333,0
-6,-6,-6,-0.343100996,2.492713775,-0.811139241,0,-3.6,-4.666666667,0
-6,-6,-6,0.834708393,-2.083585373,1.187848101,-2.4,-2.4,-3.333333333,0
-6,-6,-6,-0.715220484,3.492438823,0.331139241,-2.46,-0.6,-2,0
-6,-6,-6,-1.718918919,2.627990102,1.339746835,0.84,-0.6,-3.333333333,0
-6,6,1.615384615,0.288477952,4.313995051,2.020253165,1.32,-3.6,-4.666666667,0
-6,6,-0.461538462,3.378093883,0.384382733,3.101772152,0.48,-4.2,-2,0
6,6,3,-1.152204836,1.971405004,3.174683544,0.78,-3,-4.666666667,0
6,6,-1.153846154,-0.827880512,-1.123453396,0.391898734,0,-3.6,-4.666666667,0
-6,-6,-6,-1.73940256,-1.611767941,-1.130126582,0.36,-1.8,-2,0
-6,-6,-6,0.117780939,1.354412978,-0.282531646,1.44,-4.8,-6,0
6,-6,-6,2.411948791,0.004949134,-1.212151899,1.26,-4.8,-3.333333333,1
-6,-6,-6,1.944238976,0.150123728,-1.34278481,0.9,-2.4,0.666666667,0
-6,-6,-6,3.832147937,2.439923013,1.090632911,2.04,-3.6,-6,1
-6,6,-0.692307692,-0.168990043,1.809733297,2.946835443,1.62,-5.4,-4.666666667,0
-6,-6,-6,1.377524893,0.516359637,0.616708861,-0.12,-4.2,-4.666666667,0
-6,-6,-6,-1.264864865,1.106956283,-1.008607595,-3.06,-3.6,-3.333333333,0
-6,-6,-6,1.193172119,1.875721749,1.704303797,-0.48,-3,-2,0
-6,-6,-6,0.206543385,-0.783612868,2.087088608,-0.18,-0.6,-6,0
-6,6,0.923076923,-3.897012802,2.416827055,0.86278481,1.44,-3,-4.666666667,0
-6,-6,-6,1.090753912,0.489964256,1.950379747,-1.92,-4.2,-4.666666667,0
-6,-6,-6,1.483357041,-0.489964256,-1.096708861,0,-3,-4.666666667,0
-6,-6,-6,1.749644381,2.535606269,-0.844556962,-0.66,-5.4,-3.333333333,0
-6,-6,-6,2.39487909,1.921913665,-1.178734177,-0.66,-3,-2,0
-6,-6,-6,2.784068279,0.097332967,-2.69164557,2.1,-1.8,-6,0
-6,-6,-6,-1.86571835,1.126752818,1.142278481,3.66,-3,-3.333333333,0
-6,-6,-6,4.293029872,2.502612043,-1.962531646,2.04,-4.8,-0.666666667,1
-6,-6,-6,1.985206259,1.222436074,-0.443544304,-0.3,-4.2,-6,0
6,-6,-6,-2.599715505,4.185317569,-1.10278481,2.22,-2.4,-3.333333333,1
-6,-6,-6,-0.203129445,0.041242783,6,1.62,-1.8,-3.333333333,0
6,6,0,0.786913229,-0.503161947,0.030379747,2.64,-4.2,-4.666666667,1
6,-6,-6,-2.033001422,1.578773715,0.203544304,0.06,-4.2,-2,0
6,-6,-6,2.736273115,-1.351113555,3.384303797,1.26,-4.8,-4.666666667,1
-6,6,0.230769231,0.407965861,1.291723948,-1.573670886,0,-3.6,-2,0
-6,6,-1.153846154,0.687908962,1.057464944,-3.320506329,-0.84,-3.6,-6,0
-6,-6,-6,-1.582361309,0.117129502,0.218734177,-5.34,-4.8,-3.333333333,0
-6,6,-3.230769231,1.544807966,-1.017871872,-0.562025316,-0.6,-2.4,-3.333333333,0
-6,-6,-6,-1.20341394,0.163321419,0.896202532,-0.3,-3,-3.333333333,0
6,-6,-6,3.487339972,-0.859499588,1.804556962,-0.48,0,-6,1
-6,-6,-6,1.677951636,2.248556503,0.565063291,-1.98,-3,-2,1
-6,-6,-6,-2.275391181,1.172944735,-0.276455696,1.68,-2.4,-6,0
-6,-6,-6,1.094167852,-1.925213088,2.858734177,-2.58,-0.6,-6,0
-6,-6,-6,1.029302987,2.482815507,0.349367089,1.26,-1.2,-6,0
-6,-6,-6,4.53541963,-1.024470718,0.036455696,-1.62,-4.2,-0.666666667,1
-6,-6,-6,2.282219061,0.895793236,0.67443038,2.64,-2.4,-3.333333333,0
-6,-6,-6,1.838406828,-1.443497388,1.619240506,-4.02,-4.2,-4.666666667,0
-6,6,0.461538462,-0.332859175,1.717349464,-0.832405063,-1.38,-4.2,-3.333333333,0
-6,-6,-6,-1.056614509,0.618641738,0.343291139,1.98,-0.6,-6,1
6,-6,-6,-2.377809388,-1.925213088,-3.071392405,1.74,-4.2,-6,0
-6,-6,-6,1.572119488,-0.522958482,0.385822785,1.92,-3.6,-4.666666667,0
-6,-6,-6,0.984921764,1.011273027,-0.467848101,-0.12,-1.8,-3.333333333,0
-6,-6,-6,1.288762447,-0.503161947,-2.293670886,2.46,-4.2,-2,0
-6,6,4.153846154,-0.810810811,3.07011273,-1.066329114,0,-5.4,-3.333333333,0
6,6,0.692307692,2.903556188,-0.598845202,2.254177215,4.2,-2.4,-4.666666667,1
-6,-6,-6,-0.319203414,4.459169645,-1.127088608,0,-4.8,-4.666666667,0
-6,-6,-6,0.073399716,-0.480065988,0.795949367,3.12,-1.2,-6,0
-6,-6,-6,2.026173542,0.493263679,1.889620253,-1.8,-1.8,-2,0
-6,-6,-6,0.377240398,-0.268902942,1.622278481,-0.18,-3.6,-3.333333333,0
6,-6,-6,3.163015647,-0.245806984,-0.121518987,0.96,-3.6,-4.666666667,0
-6,-6,-6,0.558179232,2.241957657,-1.97164557,-1.62,-4.2,-2,0
-6,-6,-6,2.217354196,2.888644487,-0.315949367,0.06,-4.2,-6,1
-6,-6,-6,0.141678521,-1.057464944,-0.890126582,-0.12,-1.8,-3.333333333,0
-6,-6,-6,4.723186344,1.337915865,1.86835443,1.38,-3,-2,1
-6,6,3.461538462,-0.469416785,4.713225186,-1.136202532,1.14,-3,-6,0
-6,-6,-6,0.00170697,3.050316195,0.884050633,1.44,-3.6,-4.666666667,0
-6,-6,-6,-2.26514936,0.846301897,-1.898734177,0.96,-3,-6,0
-6,-6,-6,2.708961593,1.608468518,0.62278481,-0.9,-3,-2,1
6,-6,-6,1.124893314,-0.282100632,2.041518987,-1.02,-4.2,-2,0
-6,6,-1.384615385,1.326315789,-2.812757767,-0.814177215,-1.26,-3,-4.666666667,0
-6,-6,-6,-4.320341394,-1.252130877,0.167088608,1.26,1.8,-4.666666667,0
-6,-6,-6,-1.176102418,-1.549078911,0.911392405,0.72,-4.2,-3.333333333,0
-6,-6,-6,2.644096728,1.849326368,-1.312405063,-0.18,-1.8,-0.666666667,0
-6,-6,-6,1.032716927,0.536156173,-1.871392405,1.92,-4.2,-6,0
-6,-6,-6,-4.620768137,-0.311795436,-1.591898734,-0.6,-4.8,-3.333333333,0
-6,-6,-6,3.941394026,1.727247732,-0.176202532,-0.66,-4.2,-4.666666667,1
-6,6,1.153846154,-3.569274538,-1.885620016,-1.275949367,1.02,-4.2,-6,0
-6,-6,-6,2.93769559,2.083585373,0.139746835,2.82,-3.6,-6,1
-6,-6,-6,0.53086771,2.627990102,-0.461772152,0,-4.2,-4.666666667,0
-6,-6,-6,-1.449217639,2.430024746,0.944810127,0.96,-4.8,-6,0
-6,6,-0.461538462,0.26799431,0.724223261,-0.929620253,-2.4,-4.2,-3.333333333,0
-6,6,0.923076923,-0.701564723,0.450371185,-0.832405063,3.24,-2.4,-4.666666667,0
-6,6,0.461538462,3.664864865,0.117129502,3.50278481,-2.34,-1.2,-4.666666667,0
-6,6,5.538461538,0.366998578,-0.12702777,0.549873418,1.26,-3.6,-3.333333333,0
-6,6,2.769230769,-0.425035562,-1.512785263,1.567594937,-3.42,-2.4,-6,0
-6,-6,-6,0.943954481,0.034643937,0.492151899,2.28,-4.8,-4.666666667,0
-6,6,-1.615384615,0.080227596,1.021171295,0.874936709,0,-2.4,-4.666666667,0
-6,-6,-6,0.687908962,-3.060214462,3.180759494,0.18,-4.2,-4.666666667,0
-6,-6,-6,4.081365576,-1.796535606,-0.932658228,-0.24,-2.4,-4.666666667,0
-6,-6,-6,-1.353627312,-0.843002475,-1.175696203,0.06,-3,-3.333333333,0
-6,6,-0.461538462,-2.104694168,-0.671432499,-0.644050633,1.8,-0.6,-3.333333333,0
-6,-6,-6,3.528307255,-0.044542205,0.607594937,-0.3,0.6,-3.333333333,1
-6,-6,-6,-0.220199147,-1.397305472,-0.015189873,1.2,-4.2,-6,0
-6,-6,-6,1.319487909,-1.446796811,-1.482531646,-0.06,-5.4,-3.333333333,0
6,-6,-6,2.732859175,-1.291723948,-0.495189873,1.02,-4.2,-6,0
-6,-6,-6,-0.940540541,3.406653836,-0.944810127,-2.28,-4.2,-3.333333333,0
-6,-6,-6,-1.927169275,1.387407204,0.437468354,-0.78,-3.6,-3.333333333,0
-6,6,0.230769231,0.565007112,0.595545779,1.418734177,2.88,-1.2,-4.666666667,0
-6,-6,-6,2.370981508,1.166345889,1.385316456,2.34,-2.4,-6,1
6,-6,-6,1.380938834,6,-2.150886076,4.14,-4.8,0.666666667,1
-6,-6,-6,-0.114366999,2.466318394,1.14835443,-6,-6,-3.333333333,0
6,6,0.923076923,-0.015362731,-0.941985153,1.096708861,0.66,-4.2,-4.666666667,0
6,6,0,-0.230440967,0.229309871,0.48,1.98,-4.2,-6,1
-6,6,0.230769231,-5.911237553,2.380533407,1.373164557,-0.48,-3,-2,0
-6,-6,-6,0.285064011,0.984877646,1.382278481,-0.06,-4.8,-4.666666667,0
-6,-6,-6,0.209957326,-1.001374759,-1.655696203,-1.5,-4.2,-4.666666667,0
-6,6,-3.923076923,-0.53428165,0.928787462,-1.774177215,0.48,-0.6,-6,0
-6,-6,-6,0.479658606,-0.268902942,1.810632911,0.18,-5.4,-6,0
-6,-6,-6,1.619914651,1.143249931,0.522531646,1.44,-4.8,-4.666666667,0
-6,6,1.153846154,1.374110953,1.427000275,1.130126582,0.42,-5.4,-3.333333333,0
-6,-6,-6,0.776671408,2.796260654,1.391392405,-1.2,-1.8,-3.333333333,0
-6,-6,-6,-0.554765292,0.447071762,-2.889113924,-1.74,-1.8,-4.666666667,0
-6,6,3.230769231,-2.415362731,-0.041242783,-0.710886076,0.12,-4.8,-3.333333333,1
-6,-6,-6,0.981507824,-0.641737696,-1.291139241,2.04,-5.4,-2,0
-6,-6,-6,3.354196302,1.648061589,2.615696203,-2.28,-5.4,-6,1
-6,-6,-6,-0.582076814,-0.004949134,-0.613670886,-1.38,0,-3.333333333,0
-6,-6,-6,1.848648649,0.678031345,-0.792911392,2.52,-2.4,-4.666666667,0
-6,-6,-6,-1.295590327,0.193016222,-1.552405063,-0.78,-2.4,-4.666666667,0
-6,-6,-6,0.124608819,2.921638713,-0.197468354,-1.26,-3.6,-6,0
-6,6,3,-1.244381223,-0.117129502,1.488607595,-1.14,-5.4,-2,0
-6,-6,-6,-5.73371266,-0.344789662,-0.334177215,1.74,-4.8,-3.333333333,0
-6,6,-0.692307692,0.250924609,-1.136651086,4.638987342,0.78,-1.8,-4.666666667,0
-6,-6,-6,1.06344239,2.657684905,-1.464303797,0.42,-4.2,-6,0
-6,-6,-6,-1.220483642,-0.928787462,-4.477974684,1.5,-5.4,-3.333333333,0
-6,-6,-6,0.117780939,3.347264229,2.670379747,-2.52,-1.8,-3.333333333,0
-6,-6,-6,0.056330014,1.92851251,1.209113924,1.2,-4.2,-6,0
-6,-6,-6,-2.053485064,-0.463568875,-1.692151899,1.56,-0.6,-4.666666667,0
6,-6,-6,2.101280228,-0.169920264,2.002025316,2.52,-3.6,-6,1
-6,-6,-6,0.196301565,0.169920264,0.692658228,0.3,-1.8,-4.666666667,0
-6,-6,-6,-4.241820768,-0.588946934,-0.853670886,-0.3,-3.6,-2,0
-6,6,-1.615384615,-0.684495021,0.117129502,-0.145822785,-1.08,-4.8,-2,0
-6,6,-0.692307692,2.364153627,2.743469893,1.282025316,2.94,-4.2,-3.333333333,0
-6,-6,-6,-1.503840683,-0.618641738,0.109367089,0.42,-4.2,-4.666666667,0
6,-6,-6,-2.207112376,4.340390432,0.552911392,0.3,-2.4,-4.666666667,0
-6,6,-3.923076923,-2.978662873,4.716524608,-3.572658228,-1.08,-3.6,-2,0
-6,6,4.153846154,-2.039829303,-1.047566676,1.497721519,1.2,-4.8,-4.666666667,0
-6,-6,-6,-0.691322902,-1.608468518,1.689113924,-0.54,-4.8,-4.666666667,0
-6,6,0.923076923,-2.364153627,1.446796811,-0.270379747,-2.58,-4.2,-3.333333333,0
-6,6,1.153846154,-0.018776671,0.572449821,0.677468354,1.92,-2.4,-4.666666667,0
-6,-6,-6,-0.718634424,-0.133626615,-0.747341772,-2.46,-4.8,-0.666666667,1
-6,6,1.846153846,2.439260313,1.440197965,-0.340253165,-2.34,-3,-3.333333333,1
6,6,1.384615385,1.456045519,1.809733297,-0.161012658,1.92,-4.2,-6,1
-6,6,-0.461538462,1.766714083,1.75034369,-0.944810127,-0.6,1.8,-4.666666667,0
-6,6,0.923076923,0.315789474,2.23205939,-1.206075949,-1.56,-1.8,-6,0
-6,-6,-6,0.377240398,2.360736871,2.296708861,1.38,-2.4,-3.333333333,0
-6,-6,-6,-0.578662873,0.988177069,0.018227848,0.18,-4.2,-4.666666667,0
-6,-6,-6,1.124893314,1.021171295,-0.589367089,-0.9,-3.6,-6,0
-6,-6,-6,0.346514936,0.994775914,2.576202532,0.78,-3.6,-2,0
-6,-6,-6,1.59601707,-0.400879846,2.029367089,-0.6,-4.2,-3.333333333,0
-6,-6,-6,0.865433855,-0.36788562,1.212151899,0.96,-4.2,-2,0
-6,6,-2.076923077,-0.26799431,2.040692879,0.437468354,-0.54,-4.8,-4.666666667,0
-6,-6,-6,2.162731152,2.034094034,1.014683544,0.54,-4.2,-2,1
-6,-6,-6,-0.00170697,0.988177069,-1.810632911,-0.48,-4.2,0.666666667,1
-6,6,0.692307692,-2.203698435,2.693978554,0.826329114,-0.6,-2.4,2,1
-6,-6,-6,-3.005974395,1.087159747,0.115443038,0.48,-2.4,-4.666666667,0
-6,-6,-6,2.333428165,2.146274402,0.075949367,-1.68,-4.8,-6,0
-6,6,0.230769231,-0.366998578,-1.799835029,2.64,-1.38,-3.6,-3.333333333,0
-6,6,0.230769231,-1.650640114,-2.591696453,-1.01164557,-0.54,-4.2,-6,0
-6,-6,-6,0.650355619,3.657409953,0.823291139,-2.7,-4.2,-6,0
-6,-6,-6,-4.13257468,2.449821281,-0.634936709,0.66,-3.6,-4.666666667,0
-6,6,0.230769231,3.675106686,1.394006049,1.330632911,2.64,-1.8,-3.333333333,0
6,-6,-6,2.807965861,2.133076712,-0.738227848,0.54,-4.2,-6,1
-6,-6,-6,-2.910384068,0.984877646,-0.078987342,-0.42,-4.8,-4.666666667,0
-6,-6,-6,2.043243243,-2.175969205,-0.367594937,3.72,-4.8,-6,0
-6,-6,-6,-1.135135135,1.634863899,-2.014177215,0,-3.6,-3.333333333,0
-6,-6,-6,-4.156472262,-0.084135276,1.509873418,0.12,-1.2,-4.666666667,0
-6,-6,-6,1.33314367,-1.677756393,0.589367089,-0.36,-4.2,-2,0
6,-6,-6,2.582645804,0.486664834,-0.167088608,0.6,-4.8,-6,1
-6,-6,-6,-1.254623044,2.271652461,2.694683544,-2.34,-4.2,-0.666666667,0
-6,-6,-6,-1.99544808,0.885894968,0.179240506,2.64,-4.8,-3.333333333,0
-6,-6,-6,3.012802276,-1.638163321,-0.601518987,0.36,-1.2,-2,0
-6,-6,-6,-3.180085349,0.730822106,0.811139241,-0.54,-3.6,-4.666666667,0
6,6,0.461538462,0.00170697,2.367335716,-2.096202532,0.84,-3,-4.666666667,0
-6,-6,-6,1.524324324,0.968380533,1.877468354,2.16,-1.2,-3.333333333,0
-6,-6,-6,1.408250356,-0.974979379,-1.92,1.08,-3.6,-3.333333333,0
-6,6,-0.230769231,-1.59601707,3.568325543,-0.619746835,0.96,-3,-4.666666667,0
-6,-6,-6,-0.862019915,-0.955182843,0.558987342,-3.9,-4.2,-4.666666667,0
-6,6,3.692307692,0.599146515,2.687379709,0.513417722,0.66,-3.6,-6,0
-6,-6,-6,0.469416785,-2.57519934,-0.513417722,0.48,-3,-3.333333333,0
-6,6,1.615384615,-1.295590327,1.770140225,2.144810127,0.6,-2.4,-3.333333333,0
-6,-6,-6,-1.585775249,-1.291723948,1.847088608,1.38,-3.6,-2,0
-6,-6,-6,-2.053485064,1.047566676,0.634936709,0.42,-2.4,-4.666666667,0
-6,6,-0.692307692,1.575533428,2.403629365,1.610126582,-1.68,-3,-3.333333333,0
-6,-6,-6,3.002560455,0.153423151,-0.066835443,4.98,-2.4,-4.666666667,1
-6,-6,-6,-3.907254623,0.414077536,-1.652658228,0.84,-0.6,-4.666666667,0
6,-6,-6,0.274822191,-0.565850976,-2.627848101,0.06,-3.6,-4.666666667,0
-6,-6,-6,-0.285064011,-1.2554303,-1.743797468,0.18,-4.2,-6,1
-6,6,0.230769231,-0.739118065,0.44377234,2.406075949,1.92,-4.8,-0.666666667,0
-6,-6,-6,2.603129445,-0.384382733,0.355443038,-2.58,-3,-6,0
6,-6,-6,-0.431863442,3.624415727,-3.071392405,0.72,-4.2,-6,0
-6,-6,-6,0.769843528,0.169920264,-1.944303797,3.96,-3.6,-3.333333333,0
-6,-6,-6,5.085064011,1.799835029,-0.300759494,1.86,-3,-6,1
-6,-6,-6,-1.619914651,1.10365686,-1.63443038,2.58,-0.6,-3.333333333,0
-6,-6,-6,0.414793741,0.615342315,0.154936709,0.12,0.6,-3.333333333,0
-6,-6,-6,-1.589189189,1.064063789,0.528607595,0.18,-3.6,0.666666667,1
6,-6,-6,-1.715504979,-1.747044267,1.652658228,-2.22,-2.4,-0.666666667,1
-6,6,0,2.780654339,1.400604894,0.197468354,1.56,-3.6,-4.666666667,0
-6,-6,-6,-1.746230441,-1.169645312,-0.853670886,0.3,-2.4,-4.666666667,0
-6,-6,-6,-0.022190612,1.156447622,1.403544304,-0.06,-4.2,-4.666666667,0
-6,-6,-6,-1.756472262,-0.27880121,1.786329114,-1.5,-3,-2,0
-6,-6,-6,3.272261735,-0.852900742,-1.859240506,0.96,-0.6,-3.333333333,0
-6,-6,-6,1.507254623,-1.271927413,-2.032405063,1.02,-1.8,-4.666666667,0
-6,6,1.615384615,0.257752489,0.645037119,-0.610632911,0.24,3,-2,0
-6,-6,-6,-2.548506401,1.073962057,-0.546835443,0.18,-3,-3.333333333,0
-6,-6,-6,0.940540541,1.552378334,0.750379747,2.58,-4.2,-4.666666667,0
-6,6,2.076923077,-0.011948791,0.268902942,-1.786329114,0.3,-4.2,-3.333333333,0
-6,-6,-6,3.081081081,1.080560902,3.302278481,2.52,-4.8,-3.333333333,1
-6,6,3.461538462,-0.141678521,-1.50948584,-0.42835443,0.48,-1.8,-6,0
-6,-6,-6,-3.313229018,1.443497388,-1.430886076,2.4,-1.2,-6,0
-6,6,-1.384615385,1.234139403,1.097058015,1.24556962,-0.36,-4.8,-6,0
-6,-6,-6,-3.825320057,0.460269453,0.38278481,0,-2.4,-4.666666667,0
-6,-6,-6,-0.080227596,1.050866098,-1.701265823,0.9,-3.6,-4.666666667,0
6,-6,-6,2.114935989,0.833104207,-0.464810127,-3.3,-3.6,-6,0
-6,-6,-6,1.712091038,-0.628540005,2.266329114,0.06,-3.6,-4.666666667,0
